0,0.00033028
0.01,0.0029664
0.02,0.012163
0.03,0.03047
0.04,0.05318
0.05,0.071101
0.06,0.079796
0.07,0.082077
0.08,0.082322
0.09,0.082558
0.1,0.083147
0.11,0.08408
0.12,0.08532
0.13,0.086812
0.14,0.088484
0.15,0.090251
0.16,0.092022
0.17,0.093682
0.18,0.0951
0.19,0.096156
0.2,0.096748
0.21,0.096819
0.22,0.096397
0.23,0.0956
0.24,0.094566
0.25,0.093415
0.26,0.092235
0.27,0.091071
0.28,0.089939
0.29,0.088884
0.3,0.087985
0.31,0.087296
0.32,0.086824
0.33,0.086577
0.34,0.086568
0.35,0.08678
0.36,0.087173
0.37,0.087702
0.38,0.088313
0.39,0.088951
0.4,0.089573
0.41,0.090152
0.42,0.090654
0.43,0.091071
0.44,0.091421
0.45,0.091699
0.46,0.091858
0.47,0.091852
0.48,0.091659
0.49,0.091273
0.5,0.090708
0.51,0.090026
0.52,0.089315
0.53,0.088655
0.54,0.088114
0.55,0.087754
0.56,0.087603
0.57,0.087652
0.58,0.087872
0.59,0.088234
0.6,0.088726
0.61,0.089361
0.62,0.09014
0.63,0.091027
0.64,0.091986
0.65,0.093001
0.66,0.094044
0.67,0.095066
0.68,0.095996
0.69,0.096706
0.7,0.097031
0.71,0.096867
0.72,0.096256
0.73,0.095345
0.74,0.09431
0.75,0.093306
0.76,0.092451
0.77,0.091828
0.78,0.091492
0.79,0.091469
0.8,0.091738
0.81,0.092254
0.82,0.092964
0.83,0.093802
0.84,0.094695
0.85,0.095593
0.86,0.096481
0.87,0.097359
0.88,0.098256
0.89,0.099209
0.9,0.10023
0.91,0.1013
0.92,0.10241
0.93,0.10349
0.94,0.10447
0.95,0.10525
0.96,0.10576
0.97,0.10591
0.98,0.10559
0.99,0.10472
1,0.10324
1.01,0.10117
1.02,0.098603
1.03,0.095716
1.04,0.092722
1.05,0.089805
1.06,0.087147
1.07,0.084934
1.08,0.083315
1.09,0.082403
1.1,0.082288
1.11,0.083013
1.12,0.084541
1.13,0.086763
1.14,0.089534
1.15,0.092699
1.16,0.096111
1.17,0.099626
1.18,0.10305
1.19,0.10616
1.2,0.10876
1.21,0.11066
1.22,0.11162
1.23,0.11136
